channel_id,channel_title,description,subscriber_count,view_count,video_count,published_at,category,city,country,niche,engagement_rate,search_query,scraped_at
UCubLXlqqE6Es7K0Cj2uSKIw,Tsar Paris,"Welcome to my channel (ALL THINGS PARIS) you will get to know me on a more personal level, and see all my new upcoming music, beauty procedures, beauty advice, amazing cooking videos & more! I just moved to Los Angeles so I’ll be vlogging my journey in LA! 

Please subscribe and hit that notification button for alerts of my new videos.

Email: officialtsarparis@gmail.com 
Instagram: @paristhemuse",1990,90372,87,2017-12-12T22:09:10Z,Beauty & Cosmetics,Paris,France,beauty,15.0,Paris beauty,2025-08-11T17:53:43.895276
UCHPGoVtmYlB3XTY_FHRUucQ,Tokyo Beauty Moments – 東京美女散歩,"Tokyo street scenes, elegant women, and subtle sensuality —
AI-generated video art capturing Japanese aesthetics.
🔔 New videos weekly. Subscribe for more.

東京の街角、美しい女性、そして少しフェティッシュな瞬間——
AI映像で切り取る、日本の美と官能。
ファッション×日常、ストリート×アート。
🔔 毎週更新。チャンネル登録よろしくお願いします！

🎬 おすすめ / Recommended / 推荐 / 추천 / Recomendados
▶ スケボー美女・ミニスカがふわり
Skater Girl, Skirt Fluttering
迷你裙滑板女孩｜미니스커트 스케보드｜Chica skater
https://youtu.be/XJaE_6etNCI

▶ 電動スクーター美女
Mini Skirt Beauty on E-Scooter
迷你裙電動滑板車｜전동 스쿠터 미녀｜Belleza en scooter
https://yo",2390,353100,80,2025-07-19T14:48:45.113979Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:48.625633
UCNn6AaHharXIbkRleXGboiQ,Mumbiker Nikhil,"ABOUT ME:
I LOVE TO VLOG MY LIFE

Camera : Sony a7Riii

Follow me on instagram : nikkkhil 
Thank you.",4010000,1724714614,2868,2013-07-03T13:53:50Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:49.226901
UCT4PUnuuDEC5dvt4NTrlDlQ,TokiYuYu,"＼(☆^∀^☆)【нёllо】(★^∀^★)／
Welcome to my channel! I'm Yuyu!

I moved to Tokyo from San Francisco, California (but I'm Canadian!) in August 2016! Never thought I'd be living in Asia again but here I am! 

On this channel, you will mostly find Asia travel tips, Japan tips, travel vlogs, Japan shopping tips and videos about my life in Tokyo. 

Make sure to subscribe so you don't miss any new videos~~~ I try to upload 1-2 times a week!

Follow me on Instagram @tokiyuyu for picture updates!",106000,12080466,70,2016-08-06T09:57:05Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:49.630285
UCbhi3soJqimjAyjli_-US3w,Tokyo Foodie Sarah,"🇯🇵Japanese content Creator based in Tokyo
🌸 Discover the Real Japan: Authentic Food, Culture & Hidden Gems!

I’m Sarah, a Tokyo-born Japanese local with over 24 years of life in Japan. 
Having studied in England and worked in Japanese companies for 6 years, I share hidden eateries, cultural experiences, and secret spots to help travellers uncover Japan’s authentic side.

🎥 New videos on Sundays at 9 AM JST
🗼 Planning a trip? Check the link for tours and my food map.

こんにちは、サラです！東京を拠点に、クリエイターとして活",48900,4306301,283,2020-08-25T10:14:25.776525Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:49.874683
UCgkyGWLQ_0H9CG5Cnk7p8Mw,원정요 WONJUNGYO,"MAKEUP ARTIST
【 Bit&Boot 】청담동 Hair-Makeup Shop  대표원장
【 WONJUNGYO BEAUTY 】대표",146000,4506892,117,2015-03-02T14:31:02Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:50.254244
UCu2vkk5Ng2DKvEmh4vL7TKA,Lana Lu Beauty,"Welcome to my subscribers!

My name Svitlana , Lana 
1st European Beauty stylist с EU, USA Education & JP license
Hair Expert Educator
Hair Transformation Specialist
Hair Extensions 
Make Up Artist
Owner Glam Studio Lana Lu Beauty in Tokyo

こんにちは
私は　ルトヴィノワ　スヴィトラナ
★外国人カラーはお任せ★
★ハイトーンカラーリスト★ 美容師免許 
バレイヤージュ/エクステヘア 歴17年

Приветствую! 
Меня зовут Светлана, псевдоним Лана
Владелица своей студии Glam Studio Lana Lu Beauty в Токио. 
Online Shop Beauty Pro Japan 
Я парикмахер-модельер, визажист-стилист, ",16500,368129,186,2016-05-29T02:43:15Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:50.508157
UCK9XniySPQoc4A6Av_n283Q,E-Housing Real Estate,"Real Estate Agency based in Tokyo, Japan",18000,1346929,11,2023-02-15T08:10:26.041233Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:50.761273
UCUNCXUpIKFnvecAb-w_MNQQ,Chee & Chaa,"Chee and Chaa is all about Japan culture, travel, food and festivals captured by an Indian couple.

We are from Kerala, India currently settled in Tokyo, Japan. Through Japan Diaries we are trying to portray the life in Japan.
We hope we can show you the tourist attractions in Japan, Japanese traditions, beauty of seasons, foods etc.

Please subscribe to know more about Japan, it's culture and travel videos in Malayalam. English subtitle is available for certain videos. English subtitle will be ",36200,3786894,77,2019-04-24T15:14:56Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:51.159972
UCkRmOr5e0crhFRwnNmNsEHA,Lois You 로이스,"Hey I'm Lois! I love posting videos on fashion, travel, beauty, vlogs & more! 

Check out and follow my instagram: http://www.instagram.com/loisjyou
Don't forget to turn on your post notifications and suscribe! 

2021-
Business Inquiries: loisjyou@gmail.com",109000,10054373,171,2015-07-31T05:47:31Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:51.636284
UCCvcd0FYi58LwyTQP9LITpA,Soft White Underbelly,"Soft White Underbelly interviews and portraits of the human condition by photographer, Mark Laita.

Contact: info@softwhiteunderbelly.com

For those interested in being considered for an interview please send a short version of your story, your location and a 15-30 second video of yourself to: info@softwhiteunderbelly.com.

For business/ad placement inquiries please contact ads@softwhiteunderbelly.com.
Advertisers can sponsor SWU by visiting www.post.market/SoftWhiteUnderbelly.

For ad-free, unc",6580000,1474055380,2735,2016-04-24T23:06:47Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:52.102879
UCmbGXl3UTf-tNIjI-ELyAzg,Kurono Tokyo Official,"KURONO is an initiative to create high-quality, Japan-made luxury timepieces designed by independent Japanese watchmaker Hajime Asaoka.

KURONO aims to deliver to watch collectors a more accessible timepiece that shares the design DNA of Hajime's exclusive handmade atelier watches, at affordable levels. 
",2580,205146,68,2018-09-21T03:33:44Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:52.358906
UC99EhkuJsquqB1IvzeN7tTg,Ellie Fox 旅狐,"Hello everyone! This is Ellie Fox ! This channel is about Japan off the beaten path. I try to discover Japan's hidden beauty and explore local life more. If you are interested in seeing non-mainstream Japan, hit the subscribe button!

I originally come from Slovakia but have been living and travelling in Asia for some time now. 
Currently, I am staying in Tokyo. I want to show you the beauties this country has to offer, its wonderful people, delicious foods, amazing scenery, recent happenings an",15600,2383986,156,2018-06-16T21:39:51Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:52.608250
UC20xpPYaDX0u1obaNpGg96Q,WaysTOKYO木村一平,"木村一平です。
インスタグラムでフォロワーの方々やお客様から再びYoutubeにアップして欲しいとのお声を頂いておりましたので
2020年再び投稿していきます。

ヘアスタイリング、ヘアアレンジのHow to動画や
お客様のBefore ＆ After 動画を　Vlog形式で解説していきます。

【Ways TOKYO】
営業時間 [平日]　11:00-21:00 [土・日・祝]　10:00-20:00
定休日 毎週火曜日、第一、第三水曜日

 東京都渋谷区神宮前4-26-5　J4NAGAOビル2F 
明治神宮前駅からのアクセス （徒歩３分）表参道駅（徒歩　７分）


▽WEB予約▽
https://beauty.hotpepper.jp/slnH000443248/
▽TEL予約▽
03-6434-9180",91700,27354141,208,2014-07-05T10:35:18Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:52.862167
UCodhA9X_xxlp7kYTy3-RuTg,ビューティーワールド ジャパン ,国際総合ビューティ見本市『ビューティーワールド ジャパン』の公式YouTubeです。2025年は2月に福岡、4月に東京、7月に名古屋、10月に大阪で開催。見本市の最新情報を動画でお伝えします。http://www.beautyworldjapan.com,4130,187466,266,2018-08-06T05:49:14Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:53.116053
UCNYi_zGmR519r5gYdOKLTjQ,JENNIE,,15800000,2094719543,103,2021-01-13T06:19:55.86689Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:53.532654
UCmsA3A5_HKBwI9OktSttTFg,fukuse yuuriマリリン,"メイクアップ動画を中心に、料理や掃除などライフスタイルの動画を出しています！
福世優里 Yuuri Fukuse 30歳です。
あだ名はマリリンなので、ぜひそのように呼んでください♡

昔からコンプレックスだった""見た目""を生かして皆さんに
メイクの可能性、努力の楽しさ、人生の素晴らしさをお伝えしていけたらと思っています。

楽しんでみていただけると嬉しいです♡

【vim BEAUTY】
公式オンラインサイト：https://bit.ly/vim-marilyn
公式LINE ：https://lin.ee/aOIdWGr
公式Instagram ：https://www.instagram.com/vim_bymarilyn/?utm_medium=copy_link
公式X ：https://twitter.com/vim_BEAUTY

【SIXPLUS×Marilyn プロデュースメイクブラシ】
Amazon: https://www.amazon.co.jp/dp/B08K8ZT3MY
楽天市場：https://item.rakuten.co.jp/sixplus-japa",1310000,800202148,1196,2015-03-19T15:15:51Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:53.772521
UC-iCIS4Jq6FJkTlI_hhpyug,Amanda Fotinos,"Hello! I'm Amanda! Welcome to my channel ♡
I post videos on beauty, fashion, and everyday vlogs! I’m from Australia. My channel is a creative space for me to express my personal aesthetic and share my life with you through travel vlogs, beauty, and fashion. I hope you can find some inspiration from my videos :)

Instagram: amandafotinos
Tiktok: amandafotinos
Business Inquiries: fotinosamanda@gmail.com
",1370,188785,82,2011-11-22T09:05:06Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:54.200818
UCQVY5Bs4iFN5-6zszrQXqdw,SMGlobal Catwalk,"SMGlobal Catwalk
International Fashion, Beauty, Style, Travel & Education.
FASHION WEEK Shows: #newyork #london #milan #paris #dubai #tokyo 

EVENTS & TICKETS: www.eventbrite.com/cc/fashion-week-world-tour-75319

SHOP DESIGNER COLLECTIONS @SaminaMughal @TeraniCouture @Lara
www.SaminaMughal.com

Follow us on #facebook #instagram #twitter #tiktok & #youtube
www.SMGlobalCatwalk.com



#smglobalcatwalk  #fashionweek  #fashiongala  #nyfw  #lfw  #pfw  #mfw  #saminamughal  #internationalfashionweek  #a",4230,233401,552,2016-03-21T05:58:31Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:54.466244
UCMTtgmLRugOC2f4sqfnH-ZA,Almost Diplomatic,"Hi! I'm Carol, a millennial journalist turned diplomat's wife. I post videos about beauty, travel, food, and our daily life as expats/diplomats. 

Current posting: Tokyo, Japan
Previous postings: Kuala Lumpur, Malaysia and Berlin, Germany
Originally from: Manila, Philippines",5840,600754,131,2015-06-22T12:25:52Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:54.730414
UCDoBPEFIUcuMVkQ4I1ql82w,Smibie Channel,"Aloha, benvenuti nel mio canale!
Mi chiamo Martina e nella vita lavoro come Art Director e Social Media Strategist. YouTube, però, è tra le mie più grandi passioni. Su questo canale vedrete contenuti inerenti alla mia vita, tramite vlog, al beauty, routine, haul, what I eat in a day e molto altro.
Spero che avrete piacere nel seguirmi, un bacio.
""Be the change you want to see in the world"".",162000,45749351,965,2014-01-06T19:16:35Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:55.148195
UCAg3Rg3B5LEoumtvTSDejUw,Luxuria Lounge,"Welcome to Luxuria Lounge, your ultimate guide to living the luxurious life you’ve always dreamed of. Here, we bring you the best of the best – from incredible experiences to top-tier products and lifestyles. Our channel is all about sharing exciting Top Ten videos that showcase the finest in luxury, giving you a glimpse into a world of beauty, elegance, and style.

Subscribe to Luxuria Lounge today and let us take you on a journey through the most coveted treasures and unforgettable moments. Wh",3480,155318,77,2023-05-25T05:47:43.231628Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:55.402156
UCpa-kEaXFILCfIpR3ge4InQ,FUJIWARA LIFE,"
▼profile

フジワラトモヤ　



◾︎ 株式会社 SUPER BLOOM 代表取締役
https://super-bloom.jp

◾︎会員制 Cafe Bar  |  住所非公開・渋谷某所
https://www.instagram.com/unin.tokyo/
https://unin.jp/


◾︎FUJIWARA LIFE公式LINE
https://lin.ee/RemWkmJ

◾︎ 美容室yiye | 表参道
https://www.instagram.com/yiye.hair/

ご予約はこちら↓
https://beauty.hotpepper.jp/slnH000584849/

◾︎ YouTube | FUJIWARA LIFE

◾︎クローズド会員制メディア (次の募集未定)  
fujiwaralife.com

◾︎THE BONDS代表（売上を途上国に支援させて頂いております）


[Instagram]
@fujiwara.tomoya48
https://www.instagram.com/fujiwara.tomoya48/

",275000,42234951,493,2020-04-22T12:51:03.161715Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:55.804464
UCUO2Hrrfen9UKMoskvPJw9A,Miwa's Japanese Cooking,"
Hi everyone! I'm MIWA! Thank you very much for visiting my channel 

I was born in Japan and have grown up in Japan with a couple years oversea experiences.
Having two very energetic boys( age 7 and 9) +working. As you can imagine, my life is hectically busy. I want my family and myself to have a healthy eating habits with deliciousness. 

I have been hosting Japanese cooking class in English since 2017 in Tokyo Japan.

In this video, I would like to focus on below things.

・Seeking for delicio",224000,12616343,331,2020-02-07T04:44:28.379229Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:56.054426
UCPSx50w7WavmAXmYowlhNWQ,TAKASHii,"Videos showing you Japan that the media fails to capture

For business, please reach out to takashii@mipon.org 

Thank you for watching TAKASHii from Japan :)",2500000,998745347,701,2016-09-03T07:20:05Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:56.580774
UCvh_AqxlZSLJGNlFlLw8yCA,Laid-Back Philippines Life,"🌴 Welcome to Laid-Back Philippines Life 🌴
Slow down, breathe, and enjoy the beauty of the islands.

I’m Dan, sharing my life as a foreigner living in the Philippines — from quiet beach mornings and bustling market days to the real costs, culture, and community that make island life unforgettable. Whether you’re dreaming of retiring here, working remotely, or just curious about daily life in the tropics, this channel brings you honest, unfiltered stories of slow living in paradise.

What you’ll f",1200,71800,24,2023-02-19T16:57:27.996396Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:56.998518
UCGdGsFDjlAa2yxdgiRAZ2sQ,Beth and Paul,"G'day, we're Beth & Paul from Australia and we love living in Queensland!

When Paul retired in 2020, we set out on a 6-month South East Asia adventure. 
This is when we began making little videos and posting them up to YouTube.
However, our timing wasn't great - with the outbreak of the COVID-19 pandemic less than a month into our travels. 

When the pandemic eased, we moved from Brisbane to the Sunshine Coast Hinterland, where we live a peaceful lifestyle surrounded by nature, grow many of our",5070,873379,178,2020-03-10T08:57:52.77422Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:57.262688
UCyz5iXd7F_fcT4_JsttAENg,Lee Quit Huei,"Salam sejahtera. Saya Lee Quit Huei, boleh panggil saya Madam Lee.

Berikut merupakan peranan saya sebagai seorang Pegawai Perkhidmatan Pendidikan (PPP)
  • Pensyarah Ekonomi KMPk
  • Ketua Unit Ekonomi KMPk
  • Edufluencer 3.0 KPM

Pengalaman mengajar bagi kursus berkaitan iaitu Mikroekonomi dan Makroekonomi adalah melebihi 15 tahun.

Berkenaan dengan ""channel"" ini, madam kongsikan ilmu Ekonomi yang selaras dengan sukatan Matrikulasi.

Untuk makluman, saluran ini juga sesuai dijadikan sebagai s",15900,1856087,370,2020-09-09T14:49:06.37079Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:57.524234
UC5yfNN48o8WULIBlMh4JK5Q,Wins The Voyager - Travel Vlogs,"Hello There,

My name is Winston and i'm a banker by profession and a travel enthusiast by heart. I’m Exploring hidden gems, road trips, and adventures from Bangalore to the world.

I'm using this channel to document and share my experiences along the way.  I hope you enjoy watching.

My Social Media 
Instagram : Wins_the_voyager
Facebook : Winston Dsilva 
Facebook Group : The Gear Tribe

Thanks for watching!! Please Subscribe..
",1500,526296,140,2019-07-04T04:04:13Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:57.775970
UCEtHh_aKZ6hqlQWy7y4xeHA,Karenn C.,"💊 Pinay Pharmacist Traveller ✈️

botika 💊 travel ✈️ family 👨‍👩‍👦 lifestyle 💛 beauty ✨

For business, e-mail us at:
teamcasilvlogs@gmail.com

Send us something to review at:
KMR Pharmacy
1518 M. Naval St. Brgy. Tangos Navotas City
landmark: near Brgy Hall of Tangos NORTH

Salamat po 🤗",401000,35368624,601,2018-12-30T09:40:22Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:58.021080
UCwp61vhrXzXdobn5czTFaaw,RogersBase,"Professional fanboy; excites easily. 俺はロジャーニキ。

I love Nintendo games, read One Piece and make videos on whatever interests me. I host the Japan Time Podcast every other week and I have a pomeranian named Obi. I am also the internet's biggest Hamtaro fan. NAKAMA!
",589000,75908138,1105,2010-06-02T20:45:26Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:58.270932
UC8THb_fnOptyVgpi3xuCd-A,LeeandLie (AmaLee),"I'm AmaLee and I create English covers of anime and video-game songs! Join my PATREON for 1-week early access to new videos PLUS exclusive access to my Discord, Downloads, Wallpaper Art, and more! ► PATREON ► http://www.patreon.com/leeandlie

• FOLLOW ME •
❤️ Twitter: https://twitter.com/leeandlie
🧡 Patreon: http://www.patreon.com/leeandlie
💛 Instagram: http://instagram.com/leeandlie
💚 Spotify: http://spoti.fi/1T5kfX3 
💙 Facebook: http://facebook.com/leeandlie
💜 Twitch: https://twitch.tv/leeandl",2380000,1235093628,372,2010-06-12T20:29:12Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:58.522081
UCiVCX_q--Ly7mbIURD6WBmA,Учебный Центр Filin Academy,"Учебный Центр Filin Academy - это комплексное обучение по наращиванию ресниц, архитектуре и окрашиванию бровей, депиляции, перманентному макияжу у высококлассных специалистов, профессионалов и технологов. 

Как проходит процесс обучения и что Вы получите? 
- Мы создаём особые условия для каждого из наших учеников!
- Обучение исключительно 100% на практике 
- Предоставляем моделей и все материалы для обучения 
- Полная отработка всех полученных знаний до А до Я
- Обучения всем тонкостям и секрета",12600,821792,18,2017-05-13T20:35:50Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:58.772455
UCWhpu3HSPsnJrr9lRthEuhg,Two In Tow,A normal family proving you can travel the world while dealing with the restraints of school.  ,12400,525058,156,2022-04-05T02:15:30.083677Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:59.020375
UCpUtNtqyGxuh3cmfSkMrJMQ,Kirah Ominique,"Lifestyle, Beauty, Fashion, Home, and More… ALL Things Me!!


To all my GWORLS, 
You are still that GWORL no matter how many phases you go through, friends you lose, or heartbreak you go through. Period!!! 
Love, 
Kirah Ominique XOXO



MY GWORLS CAN FOLLOW ME:  
♡ Insta: @kirahominique 
♡ TikTok: @kirahominique
♡ FB: KIRAH OMINIQUE
SHOP WITH ME: 
♡ My Amazon Store: http://amazon.com/shop/kirahominique


",491000,82785200,572,2014-03-29T17:17:18Z,Beauty & Cosmetics,Tokyo,Japan,beauty,15.0,Tokyo beauty,2025-08-11T17:53:59.286927
UCusjjdgzmoT3KLdRZ9yF8bg,Sydney beauty and body spa,,16400,50823,53,2021-05-04T01:22:51.375863Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:02.998422
UCT1STxZniQJ5B3sdChzuKvg,Shakun Fashion & Beauty,"Hellooo beauties,,,
Welcome to my channel Shakun Fashion & Beauty ❤️ in this channel u can get effective fashion ideas, saree draping, wearing, style, hacks, beauty tips, hacks and complete knowledge about fashion & saree styles so beauties u can subscribe my channel and extend your beauty.

{ Hope You guys are liking my daily update of saree draping for beauties. We are specialised in Every kind of saree draping }

for any enquiries : 
Contact : ytcreatorabhishek@gmail.com

Thanks for supportin",418000,195653228,1385,2021-09-14T03:00:29.94867Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:03.533360
UCWIZQ65ZFKTBmjGKOuYS22g,fromsydney,"💓 From Sydney to you 💓

Beauty channel 💄 https://www.youtube.com/user/sydneytoyou
Instagram 📸 https://www.instagram.com/sydneytoyou/ (@sydneytoyou)",165000,52035679,289,2016-10-20T10:45:05Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:03.790666
UCnNvkq5JhTqeNUbuNvjsLGQ,Beauty by Katty,"Často vídám ženy bloumat v regálech s kosmetikou. Jsou zadumané, zamračené, hledající. Periferně je pozoruji a přemýšlím, co asi hledají. Dokonalý makeup, pudr, skvělé stíny, rtěnku.... . Vhodí pár kousků do košíku, v tom lepším případě, když se jim zdá, že našly. 
Přechází k dalšímu regálu. Zkoumají názvy krémů. Sahají po těch, jejichž nápisy nabízí zázraky. Miracle je ten, který zabere vždy. Cokoliv miracle je nejprodávanější, zdá se. 
Smutná a s povzdechem přestávám pozorovat, beru, pro co js",53500,3852478,113,2014-07-17T08:26:04Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:04.042052
UC2pEPxlQKu5ibhYNEhpUj0Q,The Sydney Views,"Welcome to The Sydney Views! 🌆📸

Get ready to immerse yourself in the breathtaking beauty of Sydney through our lens. Join us on a visual journey as we capture the iconic landmarks, stunning landscapes, and hidden treasures that make Sydney truly spectacular.

From the bustling city streets to the tranquil coastal vistas, we aim to showcase the diverse and captivating views that Sydney has to offer. Our videos will transport you to the heart of this vibrant city, allowing you to experience its c",14900,6816220,218,2020-04-24T23:12:31.168872Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:04.600854
UC7nxl5sXjkrVHi_4KDEVhqg,Travel Beauty,"Welcome to Travel Beauty

Embark on an unforgettable journey with us as we explore the most breathtaking destinations across Australia and beyond! 🌟 Whether you're a seasoned traveler seeking inspiration or simply dreaming of your next adventure, our channel is your ultimate guide to discovering hidden gems, iconic landmarks, and off-the-beaten-path treasures.

📽️ Dive into our collection of mesmerizing travel videos that will transport you to stunning landscapes, vibrant cities, and captivating",1110,490741,247,2020-09-14T02:01:34.179827Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:04.868244
UCb4zkZ-qmZkvqfQWi4z1EOw,sydney dionne,"i’m just a girl 🌍

Hi, I'm Sydney, a 20 (+4) year old who's just figuring out life through life, style, and beauty! Subscribe to join the community. Bye!

thesydneydionne@gmail.com for bookings. 
",17800,10097542,241,2022-10-05T05:38:34.759376Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:05.399016
UCKIXadAOjwqDkOZ2fsZfiBg,Ask Ellen Beauty Makeup artistry,,2340,181155,41,2015-06-23T07:07:34Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:10.012356
UCCpXiMf4czIDQJfXEuDAxyA,Sydney Gregory,"Hey, y'all! My name is Sydney and I'm 24! I make fashion, lifestyle, beauty, and disability videos. I upload a new video every Friday!",1350,299074,49,2016-01-07T23:05:36Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:10.554786
UCHwY7H-o_S0lvtxzXTCr5gQ,BeautDee And The Bunch Family ,"Welcome to the official BeautDee and The Bunch Family YouTube channel! On our channel, you’ll find a variety of family and lifestyle content including hair, challenges, get ready with us, cooking, travel, food, Mukbang, pranks, Q&A, beauty, and much more. Make sure to subscribe and enable all notifications for instant updates, check out the social media accounts below. 
",2230000,1148778900,1293,2015-04-08T04:38:54Z,Beauty & Cosmetics,Sydney,Australia,beauty,15.0,Sydney beauty,2025-08-11T17:54:10.822794
UCZNH3G-mrdsJCnFqF5kqW8A,Makeup by Aasiya Kashmiri,"Hey everyone !!! I am Aasiya Kashmiri. I Am A freelance makeup artist.
You will get to see and learn recreation looks,bridal makeup and all the makeup related tips and tricks here(all my jugadoo tricks🤭)

Thank you for taking out your valuable time to go through my bio.
Do Subscribe and click on the bell icon!",93200,14273607,37,2022-08-03T16:09:32.887315Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai makeup,2025-08-11T17:54:14.866427
UC_7hEWbpvZmbgW8zGC1LgiQ,PK Makeup Studio,"Welcome to Pkmakeupstudio - Your Makeup Education Hub!

Discover expert tutorials, tips, and tricks to master your makeup skills. Whether you’re just starting out or looking to refine your technique, this channel offers everything you need to create stunning looks and stay on top of beauty trends. Subscribe and join our community of makeup lovers today!

Class Inquiry:- +91 7228-996655
",1050000,94953988,213,2017-01-23T09:59:00Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai makeup,2025-08-11T17:54:15.157933
UCcFhiX96vIn2j86wGcX4n6Q,Deepti Makeup Artist,"Welcome to Dipti Makeover!
I'm Dipti, a professional makeup artist with a passion for creating stunning looks for every occasion. Whether you're looking for bridal transformations, party makeovers, or everyday beauty tips, this channel is your go-to destination. I specialize in both male and female makeovers, and through my tutorials, product reviews, and behind-the-scenes glimpses from my studio, you'll discover all the tips and tricks to elevate your beauty game.

Subscribe for regular updates",6250,5086504,100,2022-03-09T05:45:00.249009Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai makeup,2025-08-11T17:54:15.578532
UCzRt_6p4uKfOAh54QUFj2RA,Jiya Sosa Makeover ,"BEAUTY EDUCATOR 
MAKEUP ARTIST 
INSTAGRAM : JIYASOSA
FACEBOOK : JIYASOSA

LOCATION : SURAT 

CONTACT : +91 9558581443/ +91 9978581443 
WHATSAPP : +91 9558581443/ +91 9978581443 
",34900,6245160,222,2018-05-10T19:40:23Z,Beauty & Cosmetics,Mumbai,India,beauty,15.0,Mumbai makeup,2025-08-11T17:54:15.842680
